,timestamp,username,1_attractive_title,1_attractive_style,1_attractive_theme,2_originality_title,2_originality_style,2_originality_theme,3_relevance,4_creativity_title,4_creativity_synopsis,4_creativity_comment,5_authorship_title,5_authorship_synopsis,5_authorship_comment,6_anthology,6_readers_opinion,6_critics_opinion,6_own_voice,6_comment,title,title_id,synopsis_writer,title_writer,experiment
203,2024/03/24 11:19:25 AM GMT+2,Expert6,0,1,1,0,1,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,2,,Una inteligencia artificial.,Un escritor novel.,,2,2,2,1,,Destellos en la oscuridad,Destellos en la oscuridad,gpt4_es,machine,SPANISH
204,2024/03/15 1:58:20 PM GMT+2,Expert4,2,0,0,2,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,0,,Una inteligencia artificial.,Una inteligencia artificial.,,0,3,3,0,,Dos policías nos separan,Dos policías nos separan,gpt4_es,patricio,SPANISH
205,2024/03/20 11:05:55 AM GMT+2,Expert6,0,1,0,0,0,0,No veo relación alguna entre el título y la sinopsis.,0,0,,Un escritor novel.,Un escritor novel.,,0,2,3,0,,Dos policías nos separan,Dos policías nos separan,gpt4_es,patricio,SPANISH
206,2024/04/23 10:42:52 AM GMT+2,Expert5,2,1,1,2,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,0,,Un escritor consagrado.,Una inteligencia artificial.,,0,1,3,0,,Dos policías nos separan,Dos policías nos separan,gpt4_es,patricio,SPANISH
207,2024/03/13 12:54:38 PM GMT+2,Expert4,2,0,0,1,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,0,,Una inteligencia artificial.,Una inteligencia artificial.,"El estilo de la sinopsis es rebuscado y banal. El título es adecuado a la historia, pero no aporta nada en realidad",0,2,3,0,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,gpt4_es,patricio,SPANISH
208,2024/03/21 8:47:41 PM GMT+2,Expert6,1,1,2,1,1,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,2,,Una inteligencia artificial.,Un escritor novel.,,1,2,2,2,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,gpt4_es,patricio,SPANISH
209,2024/03/22 1:12:36 PM GMT+2,Expert5,2,1,1,2,2,1,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",2,2,,Un escritor novel.,Un escritor novel., ,2,2,2,2,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,gpt4_es,patricio,SPANISH
210,2024/03/13 10:02:31 PM GMT+2,Expert4,1,0,0,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,Todo es aburrido y abstracto. Lenguaje ampuloso y artificial.,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,Ecos de un sueño perdido,Ecos de un sueño perdido,gpt4_es,machine,SPANISH
211,2024/03/18 6:53:48 PM GMT+2,Expert5,1,0,0,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,2,0,,Ecos de un sueño perdido,Ecos de un sueño perdido,gpt4_es,machine,SPANISH
212,2024/03/23 9:52:18 PM GMT+2,Expert6,1,1,0,1,0,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,Ecos de un sueño perdido,Ecos de un sueño perdido,gpt4_es,machine,SPANISH
213,2024/03/14 12:31:11 PM GMT+2,Expert4,0,0,0,0,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,Ecos del futuro,Ecos del futuro,gpt4_es,machine,SPANISH
214,2024/03/18 11:05:14 PM GMT+2,Expert5,1,0,0,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,3,0,,Ecos del futuro,Ecos del futuro,gpt4_es,machine,SPANISH
215,2024/03/23 8:40:34 PM GMT+2,Expert6,1,1,2,1,0,2,No veo relación alguna entre el título y la sinopsis.,0,2,,Una inteligencia artificial.,Una inteligencia artificial.,,2,2,2,1,,Ecos del futuro,Ecos del futuro,gpt4_es,machine,SPANISH
216,2024/03/14 10:08:28 AM GMT+2,Expert4,1,0,0,2,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,0,,Un escritor novel.,Una inteligencia artificial.,"La sinopsis es un cúmulo vacío de lugares comunes, tanto en su forma como en su contenido. El título, aunque bastante malo en mi opinión, al menos resulta original.",0,2,3,0,,Edith lo ama (luego volveremos a ello),Edith lo ama (luego volveremos a ello),gpt4_es,patricio,SPANISH
217,2024/03/22 7:24:35 PM GMT+2,Expert5,2,1,1,2,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor consagrado.,Una inteligencia artificial.,,1,2,2,0,,Edith lo ama (luego volveremos a ello),Edith lo ama (luego volveremos a ello),gpt4_es,patricio,SPANISH
218,2024/03/24 11:49:52 AM GMT+2,Expert6,2,1,1,2,0,1,La relación entre el título y la sinopsis es casi irrelevante.,2,2,,Un escritor consagrado.,Una inteligencia artificial.,,1,2,3,1,,Edith lo ama (luego volveremos a ello),Edith lo ama (luego volveremos a ello),gpt4_es,patricio,SPANISH
219,2024/03/15 1:45:37 PM GMT+2,Expert4,2,0,0,2,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,0,,Un escritor consagrado.,Una inteligencia artificial.,Fórmula,0,2,3,0,,El Botón Rojo nacional,El Botón Rojo nacional,gpt4_es,patricio,SPANISH
220,2024/03/21 4:41:35 PM GMT+2,Expert5,2,1,0,2,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor consagrado.,Una inteligencia artificial.,,1,2,3,1,,El Botón Rojo nacional,El Botón Rojo nacional,gpt4_es,patricio,SPANISH
221,2024/03/24 9:34:54 PM GMT+2,Expert6,1,1,1,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,2,,Una inteligencia artificial.,Una inteligencia artificial.,,2,2,2,1,,El Botón Rojo nacional,El Botón Rojo nacional,gpt4_es,patricio,SPANISH
222,2024/03/14 2:02:22 PM GMT+2,Expert4,1,0,2,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,3,0,,El despertar de la Aurora,El despertar de la Aurora,gpt4_es,machine,SPANISH
223,2024/03/21 12:25:27 AM GMT+2,Expert5,0,1,1,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,"Hay relación entre el título y la sinopsis, pero extraña y forzada.",Una inteligencia artificial.,Una inteligencia artificial.,De nuevo la sinopsis de una “NOVELA”...,0,2,3,0,,El despertar de la Aurora,El despertar de la Aurora,gpt4_es,machine,SPANISH
224,2024/03/22 9:46:42 AM GMT+2,Expert6,1,1,1,0,1,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,2,,Una inteligencia artificial.,Un escritor novel.,,0,2,3,2,,El despertar de la Aurora,El despertar de la Aurora,gpt4_es,machine,SPANISH
225,2024/03/14 2:11:55 PM GMT+2,Expert4,2,0,1,2,0,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor consagrado.,Una inteligencia artificial.,,1,2,2,0,,El día después del día después del Día de la Marmota,El día después del día después del Día de la Marmota,gpt4_es,patricio,SPANISH
226,2024/03/18 9:35:44 PM GMT+2,Expert5,2,0,0,2,0,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor novel.,Una inteligencia artificial.,"Aunque he marcado como originales la trama y el título no significa que me parezcan ""buenos"", más bien al contrario.",0,2,3,0,"Baso mi negativa en que este es uno de esos textos que desconcierta y, además, contamina al resto. Se habla de nuevo de ""novela"", de ""con este libro"", atribuidos además supuestamente a un novelista real (¿Patricio Pron?) ... No sé si se ha querido hacer un juego con otro texto paralelo escrito por un humano y al darle las instrucciones a la IA se ha confundido, pero el caso es que es un tanto desconcertante.",El día después del día después del Día de la Marmota,El día después del día después del Día de la Marmota,gpt4_es,patricio,SPANISH
227,2024/03/23 9:40:02 PM GMT+2,Expert6,2,1,2,2,1,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,2,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,2,1,,El día después del día después del Día de la Marmota,El día después del día después del Día de la Marmota,gpt4_es,patricio,SPANISH
228,2024/03/15 11:55:52 AM GMT+2,Expert4,1,0,0,0,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,El eco de las voces silenciadas,El eco de las voces silenciadas,gpt4_es,machine,SPANISH
229,2024/03/22 7:25:43 PM GMT+2,Expert5,1,0,1,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,0,,Una inteligencia artificial.,Una inteligencia artificial.,,1,1,2,0,,El eco de las voces silenciadas,El eco de las voces silenciadas,gpt4_es,machine,SPANISH
230,2024/03/24 9:43:24 PM GMT+2,Expert6,1,1,0,0,0,0,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,0,,Una inteligencia artificial.,Una inteligencia artificial.,,0,3,3,1,,El eco de las voces silenciadas,El eco de las voces silenciadas,gpt4_es,machine,SPANISH
231,2024/03/14 5:26:59 PM GMT+2,Expert4,0,0,0,0,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,El jardín de los sueños marchitos,El jardín de los sueños marchitos,gpt4_es,machine,SPANISH
232,2024/03/21 5:16:43 PM GMT+2,Expert5,2,2,2,2,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",1,2,Es uno de los textos que más me ha costado identificar en cuanto a la autoría. ,Un escritor novel.,Un escritor consagrado.,,2,2,2,2,"Creo que en ningún caso la respuesta correcta es la que he señalado, pero podría ser cualquiera de las adjuntas, entre las que no me decido, francamente.",El jardín de los sueños marchitos,El jardín de los sueños marchitos,gpt4_es,machine,SPANISH
233,2024/03/24 12:06:47 PM GMT+2,Expert6,1,0,1,1,0,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,2,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,2,0,,El jardín de los sueños marchitos,El jardín de los sueños marchitos,gpt4_es,machine,SPANISH
234,2024/03/13 10:16:23 PM GMT+2,Expert4,1,0,1,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Un escritor novel.,Una inteligencia artificial.,La sinopsis está escrita siguiendo la misma fórmula que ya se ha repetido innumerables veces,0,2,3,0,,El laberinto de cristal,El laberinto de cristal,gpt4_es,machine,SPANISH
235,2024/03/20 3:05:09 PM GMT+2,Expert5,2,0,0,2,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor novel.,Una inteligencia artificial.,,1,2,2,1,,El laberinto de cristal,El laberinto de cristal,gpt4_es,machine,SPANISH
236,2024/03/23 8:54:12 PM GMT+2,Expert6,1,0,1,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,1,,El laberinto de cristal,El laberinto de cristal,gpt4_es,machine,SPANISH
237,2024/03/14 5:41:21 PM GMT+2,Expert4,1,0,0,1,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,0,,Un escritor novel.,Una inteligencia artificial.,,0,2,3,0,,El mosaico del tiempo,El mosaico del tiempo,gpt4_es,machine,SPANISH
238,2024/03/21 9:52:16 PM GMT+2,Expert6,2,1,2,2,0,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,2,,Un escritor consagrado.,Una inteligencia artificial.,,2,2,2,1,,El mosaico del tiempo,El mosaico del tiempo,gpt4_es,machine,SPANISH
239,2024/03/22 6:21:43 PM GMT+2,Expert5,1,1,1,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,"De nuevo me despista la alusión a una ""novela"". Hay rasgos que me llevan a pensar que es un humano, pero otros no. Me decanto por lo segundo.",1,2,2,1,,El mosaico del tiempo,El mosaico del tiempo,gpt4_es,machine,SPANISH
240,2024/03/15 11:40:08 AM GMT+2,Expert4,1,0,1,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Un escritor novel.,Una inteligencia artificial.,,0,2,3,0,,El Paraíso no puede verse desde aquí,El Paraíso no puede verse desde aquí,gpt4_es,patricio,SPANISH
241,2024/03/22 6:53:53 PM GMT+2,Expert5,1,1,1,2,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor novel.,Una inteligencia artificial.,,2,2,2,1,"A pesar de estar escrito -en mi opinión- por una IA, me parece que cumple todos los rasgos del ""género"", a pesar de la falta de originalidad. Este es un punto que tal vez habría que tratar también en otros textos.",El Paraíso no puede verse desde aquí,El Paraíso no puede verse desde aquí,gpt4_es,patricio,SPANISH
242,2024/03/23 10:04:50 PM GMT+2,Expert6,1,1,1,2,1,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,1,,Un escritor novel.,Una inteligencia artificial.,,0,2,2,1,,El Paraíso no puede verse desde aquí,El Paraíso no puede verse desde aquí,gpt4_es,patricio,SPANISH
243,2024/03/13 12:46:31 PM GMT+2,Expert4,2,2,2,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,2,"La historia es la misma de El principe feliz, de Wilde, pero ha sabido revisitar bastante bien el cuento, con un buen toque de lirismo que además es original.",Un escritor novel.,Un escritor consagrado.,"La manera de revisitar esa historia denota, en mi opinión, a alguien que sabe lo que hace. Podría ser un escritor consagrado, aunque el estilo no sea muy original.",1,1,2,1,,El pintor de recuerdos,El pintor de recuerdos,gpt4_es,machine,SPANISH
244,2024/03/22 12:52:57 PM GMT+2,Expert5,0,1,0,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,3,0,,El pintor de recuerdos,El pintor de recuerdos,gpt4_es,machine,SPANISH
245,2024/03/24 9:27:14 PM GMT+2,Expert6,0,1,1,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,2,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,1,,El pintor de recuerdos,El pintor de recuerdos,gpt4_es,machine,SPANISH
246,2024/03/15 11:32:40 AM GMT+2,Expert4,1,0,0,0,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,"Aburridísimo todo, título, trama, prosa y estilo. Pura fórmula",Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,El susurro del cosmos,El susurro del cosmos,gpt4_es,machine,SPANISH
247,2024/03/20 8:46:37 PM GMT+2,Expert6,2,1,3,1,1,3,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",1,3,,Un escritor novel.,Un escritor consagrado.,,3,1,2,2,,El susurro del cosmos,El susurro del cosmos,gpt4_es,machine,SPANISH
248,2024/03/22 12:56:58 PM GMT+2,Expert5,1,0,0,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,2,0,0,El susurro del cosmos,El susurro del cosmos,gpt4_es,machine,SPANISH
249,2024/03/14 11:57:45 AM GMT+2,Expert4,1,1,1,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,"Todo, título, sinopsis y trama es muy previsible. Ya está visto mil veces.",Un escritor novel.,Un escritor novel.,Lo mismo puede ser una IA que un escritor novel recurriendo a lugares comunes,0,2,3,0,,El viento entre los páramos,El viento entre los páramos,gpt4_es,machine,SPANISH
250,2024/03/16 7:06:42 PM GMT+2,Expert5,1,0,0,1,0,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,0,,Un escritor novel.,Una inteligencia artificial.,,0,2,3,0,,El viento entre los páramos,El viento entre los páramos,gpt4_es,machine,SPANISH
251,2024/03/23 9:54:30 PM GMT+2,Expert6,0,0,1,0,0,1,La relación entre el título y la sinopsis es casi irrelevante.,0,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,El viento entre los páramos,El viento entre los páramos,gpt4_es,machine,SPANISH
252,2024/03/18 12:05:10 PM GMT+2,Expert4,1,0,0,1,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,0,,Un escritor consagrado.,Una inteligencia artificial.,,0,2,3,0,,El último viaje de Santiago Calatrava,El último viaje de Santiago Calatrava,gpt4_es,patricio,SPANISH
253,2024/03/21 8:39:22 PM GMT+2,Expert6,1,0,1,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,El último viaje de Santiago Calatrava,El último viaje de Santiago Calatrava,gpt4_es,patricio,SPANISH
254,2024/03/22 6:01:51 PM GMT+2,Expert5,2,0,1,2,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor consagrado.,Una inteligencia artificial.,,2,2,2,1,,El último viaje de Santiago Calatrava,El último viaje de Santiago Calatrava,gpt4_es,patricio,SPANISH
255,2024/03/13 5:46:10 PM GMT+2,Expert4,2,1,1,2,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,0,"La sinopsis sigue la misma formula que casi todas, con personajes que resultan muy tópicos",Un escritor consagrado.,Una inteligencia artificial.,"Todo es muy tópico en la sinopsis, me inclino por la IA porque sigue la misma fórmula que la mayoría.",0,1,2,0,,El último vuelo de la mariposa,El último vuelo de la mariposa,gpt4_es,machine,SPANISH
256,2024/03/20 10:59:27 AM GMT+2,Expert6,1,1,1,1,1,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,2,"La sinopsis habla de unas novelas, no de una película, pero por lo demás cuadra bien todo",Una inteligencia artificial.,Una inteligencia artificial.,La sinopsis es demasiado imaginativa hasta llegar al punto de ser delirante o surrealista,0,0,0,1,,El último vuelo de la mariposa,El último vuelo de la mariposa,gpt4_es,machine,SPANISH
257,2024/03/22 7:40:58 PM GMT+2,Expert5,1,0,0,1,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,Otra novela cuya prosa...,El último vuelo de la mariposa,El último vuelo de la mariposa,gpt4_es,machine,SPANISH
258,2024/03/18 12:18:05 PM GMT+2,Expert4,2,0,2,2,0,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,2,"El estilo es horroroso y formulario, pero la historia, por eso de adaptarse a un título original y diferente, acaba resultando atractiva",Un escritor consagrado.,Una inteligencia artificial.,"Creo que en este caso el ""mérito"" acaba siendo del título. Por adaptarse a él, la historia acaba resultando diferente y atractiva.",1,2,2,0,,Enfermedad mental tres días a la semana,Enfermedad mental tres días a la semana,gpt4_es,patricio,SPANISH
259,2024/03/20 10:02:04 PM GMT+2,Expert6,2,1,2,2,1,3,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,3,,Un escritor consagrado.,Un escritor consagrado.,,2,1,2,1,,Enfermedad mental tres días a la semana,Enfermedad mental tres días a la semana,gpt4_es,patricio,SPANISH
260,2024/03/22 7:04:22 PM GMT+2,Expert5,2,1,1,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Un escritor novel.,Una inteligencia artificial.,,1,1,2,1,,Enfermedad mental tres días a la semana,Enfermedad mental tres días a la semana,gpt4_es,patricio,SPANISH
261,2024/03/13 5:36:56 PM GMT+2,Expert4,1,0,0,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,En este caso el título es tal cliché que lo mismo podría ser de un autor novel y un tanto presuntuoso. La sinopsis sigue la misma fórmula de tantos otros y su única originalidad viene marcada por el intento de seguir el título ,0,2,3,0,Aparte de lo dicho. El estilo es ampuloso y vacío,Entre las líneas del destino,Entre las líneas del destino,gpt4_es,machine,SPANISH
262,2024/03/22 1:39:01 PM GMT+2,Expert5,0,0,0,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,3,0,,Entre las líneas del destino,Entre las líneas del destino,gpt4_es,machine,SPANISH
263,2024/03/24 10:31:31 AM GMT+2,Expert6,0,1,1,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,2,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,2,1,,Entre las líneas del destino,Entre las líneas del destino,gpt4_es,machine,SPANISH
264,2024/03/13 1:17:12 PM GMT+2,Expert4,0,0,0,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,,Un escritor novel.,Una inteligencia artificial.,"La sinopsis sigue en todo momento una fórmula. Aporta alguna originalidad en el punto de partida (de nuevo influido por el título), pero su desarrollo es completamente absurdo y, sin embargo, previsible",0,2,3,0,,Entre nubes y espejismos,Entre nubes y espejismos,gpt4_es,machine,SPANISH
265,2024/03/17 10:39:28 PM GMT+2,Expert5,1,0,1,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,2,0,,Entre nubes y espejismos,Entre nubes y espejismos,gpt4_es,machine,SPANISH
266,2024/03/24 10:19:11 PM GMT+2,Expert6,0,1,1,0,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,2,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,2,0,,Entre nubes y espejismos,Entre nubes y espejismos,gpt4_es,machine,SPANISH
267,2024/03/13 1:21:54 PM GMT+2,Expert4,2,0,0,2,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,0,De nuevo la sinopsis es pura fórmula. Llena además de abstracciones banales. ,Un escritor novel.,Una inteligencia artificial.,Sinopsis hecha siguiendo una fórmula aunque trate de ajustarse al título. El título es original pero muy complejo como para triunfar,0,2,3,0,,"Escoge una carta, cualquiera. ¡No, esa no! ¡Otra!","Escoge una carta, cualquiera. ¡No, esa no! ¡Otra!",gpt4_es,patricio,SPANISH
268,2024/03/22 10:02:02 AM GMT+2,Expert6,0,1,1,1,0,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,1,,Un escritor novel.,Una inteligencia artificial.,,0,2,2,1,,"Escoge una carta, cualquiera. ¡No, esa no! ¡Otra!","Escoge una carta, cualquiera. ¡No, esa no! ¡Otra!",gpt4_es,patricio,SPANISH
269,2024/03/22 5:05:12 PM GMT+2,Expert5,2,0,1,3,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",3,1,,Un escritor consagrado.,Una inteligencia artificial.,,1,2,3,1,,"Escoge una carta, cualquiera. ¡No, esa no! ¡Otra!","Escoge una carta, cualquiera. ¡No, esa no! ¡Otra!",gpt4_es,patricio,SPANISH
270,2024/03/14 12:11:10 PM GMT+2,Expert4,1,1,0,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,Fantasmas futuros,Fantasmas futuros,gpt4_es,patricio,SPANISH
271,2024/03/18 10:36:12 PM GMT+2,Expert5,1,1,1,1,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,2,0,,Fantasmas futuros,Fantasmas futuros,gpt4_es,patricio,SPANISH
272,2024/03/20 11:02:29 AM GMT+2,Expert6,0,1,1,0,0,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,1,,Un escritor novel.,Una inteligencia artificial.,,0,2,2,1,,Fantasmas futuros,Fantasmas futuros,gpt4_es,patricio,SPANISH
273,2024/03/15 11:49:34 AM GMT+2,Expert4,1,0,0,0,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,40,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,Fragmentos de un ayer invisible,Fragmentos de un ayer invisible,gpt4_es,machine,SPANISH
274,2024/03/20 11:09:39 AM GMT+2,Expert6,1,1,1,1,0,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,"Esta sinopsis vuelve a referirse a una novela y dice cosas como ""A través de una prosa rica y evocadora"".",0,2,3,0,,Fragmentos de un ayer invisible,Fragmentos de un ayer invisible,gpt4_es,machine,SPANISH
275,2024/03/22 5:22:46 PM GMT+2,Expert5,1,0,0,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,1,2,3,1,,Fragmentos de un ayer invisible,Fragmentos de un ayer invisible,gpt4_es,machine,SPANISH
276,2024/03/15 11:29:29 AM GMT+2,Expert4,1,0,2,1,0,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,"La sinopsis es creativa en cuanto a la historia, la trama, pero el estilo es formulario u vacío.",Una inteligencia artificial.,Una inteligencia artificial.,,0,2,2,0,,Huellas en el mar de arena,Huellas en el mar de arena,gpt4_es,machine,SPANISH
